wkt_geom,DN,id,kerentanan,Bobot,id_2,kerentan_1,Nilai
"MultiPolygon (((175082.04106972011504695 9171652.11623108386993408, 175082.24009861738886684 9171622.40085180848836899, 175052.58268285501981154 9171622.20219852402806282, 175052.38363572739763185 9171651.91758476383984089, 175082.04106972011504695 9171652.11623108386993408)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175319.30029157176613808 9171653.70474664866924286, 175319.69806477637030184 9171594.2740991897881031, 175290.04072281782282516 9171594.07558450847864151, 175289.64291315228911117 9171653.50624588318169117, 175319.30029157176613808 9171653.70474664866924286)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173183.95125732105225325 9171639.36618547141551971, 173184.1514530080021359 9171609.65035929158329964, 173213.8093078340170905 9171609.85015891492366791, 173214.00949243031209335 9171580.13433947414159775, 173184.35165583668276668 9171579.93453285098075867, 173154.69381225493270904 9171579.73470802791416645, 173154.89404045848641545 9171550.01887431740760803, 173133.54864631642703898 9171549.87503786198794842, 173131.79724635370075703 9171551.46199603378772736, 173125.11006871485733427 9171568.53798538632690907, 173124.93258184404112399 9171594.87685920298099518, 173136.790621174586704 9171609.33125808835029602, 173154.49359119375003502 9171609.45054147392511368, 173154.40490703677642159 9171622.61308098398149014, 173161.53092780616134405 9171625.41454032622277737, 173175.21109295531641692 9171639.30730131082236767, 173183.95125732105225325 9171639.36618547141551971)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173243.6673220336670056 9171580.33412790298461914, 173243.86749553796835244 9171550.6183152012526989, 173214.2096841677557677 9171550.41851977072656155, 173214.00949243031209335 9171580.13433947414159775, 173243.6673220336670056 9171580.33412790298461914)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173569.9029865883057937 9171582.53059959970414639, 173570.10295953060267493 9171552.81486388109624386, 173481.12973497982602566 9171552.21602352149784565, 173480.92970733920810744 9171581.93178022839128971, 173569.9029865883057937 9171582.53059959970414639)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173688.53392785310279578 9171583.32877067290246487, 173688.7338278642273508 9171553.61306292749941349, 173718.39152749994536862 9171553.81256719678640366, 173718.19164572143927217 9171583.52826794795691967, 173807.16475745651405305 9171584.12665059603750706, 173807.36458453693194315 9171554.41097081638872623, 173777.70690583629766479 9171554.21152114123106003, 173748.04922015615738928 9171554.01205326616764069, 173748.24909083131933585 9171524.29635924100875854, 173629.61835126602090895 9171523.49827780574560165, 173629.4184076574165374 9171553.21399980038404465, 173599.76068708498496562 9171553.01444093883037567, 173599.56073237559758127 9171582.73016966320574284, 173688.53392785310279578 9171583.32877067290246487)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175236.9191813824872952 9171742.30332737416028976, 175213.44292810012120754 9171716.38973766192793846, 175236.91918138059554622 9171742.30332737416028976, 175236.9191813824872952 9171742.30332737416028976)))",0,0,menengah,2,1,tinggi,3
"MultiPolygon (((175236.91918138301116414 9171742.30332737416028976, 175218.87094982925918885 9171722.38130396232008934, 175236.91918138126493432 9171742.30332737416028976, 175236.91918138301116414 9171742.30332737416028976)))",0,1,tinggi,3,0,menengah,2
"MultiPolygon (((175236.91918138237087987 9171742.30332737416028976, 175200.34255579495220445 9171701.92926695197820663, 175200.07391087536234409 9171742.05668712221086025, 175236.91918138237087987 9171742.30332737416028976)),((175141.95291546999942511 9171563.3673722892999649, 175141.75390883581712842 9171593.08273817226290703, 175171.41128552530426532 9171593.28134383074939251, 175185.83979442302370444 9171593.37795796059072018, 175192.62930061714723706 9171563.7067163959145546, 175141.95291546999942511 9171563.3673722892999649)),((175171.21230422094231471 9171622.99670248664915562, 175170.81436290696728975 9171682.42741900496184826, 175182.74736037314869463 9171682.50731449760496616, 175181.39720687759108841 9171681.01698623597621918, 175179.15628855809336528 9171623.04989396780729294, 175171.21230422094231471 9171622.99670248664915562)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175192.62930061732186005 9171563.7067163959145546, 175185.83979442386771552 9171593.37795796059072018, 175185.83979442459531128 9171593.37795796059072018, 175192.62930061743827537 9171563.7067163959145546, 175192.62930061732186005 9171563.7067163959145546)),((175179.15628855908289552 9171623.04989396780729294, 175181.39720688015222549 9171681.01698623597621918, 175182.74736037559341639 9171682.50731449760496616, 175182.74736037728143856 9171682.50731449760496616, 175181.39720688184024766 9171681.01698623597621918, 175179.15628856091643684 9171623.04989396780729294, 175179.15628855908289552 9171623.04989396780729294)),((175200.34255579495220445 9171701.92926695197820663, 175216.60755648082704283 9171719.88292205147445202, 175224.65429620366194285 9171728.76508519612252712, 175200.34255579498130828 9171701.92926695011556149, 175200.34255579495220445 9171701.92926695197820663)))",0,0,menengah,2,0,,0
"MultiPolygon (((175259.38881181733449921 9171742.45373786799609661, 175259.58771004370646551 9171712.7384011521935463, 175289.24513186916010454 9171712.93690619431436062, 175289.44401896285125986 9171683.22157617099583149, 175259.78661536634899676 9171683.02306417003273964, 175260.38337391207460314 9171593.87705163285136223, 175230.72601806290913373 9171593.67850056104362011, 175230.92497000220464543 9171563.96315555833280087, 175192.62930061743827537 9171563.7067163959145546, 175185.83979442459531128 9171593.37795796059072018, 175201.06865526648471132 9171593.4799312949180603, 175200.86969219316961244 9171623.19528299011290073, 175179.15628856091643684 9171623.04989396780729294, 175181.39720688184024766 9171681.01698623597621918, 175182.74736037728143856 9171682.50731449760496616, 175200.4717873390763998 9171682.62598558701574802, 175200.34255579498130828 9171701.92926694825291634, 175236.91918138114851899 9171742.30332737416028976, 175259.38881181733449921 9171742.45373786799609661),(175200.67073621740564704 9171652.91063442081212997, 175230.32813547493424267 9171653.10918976925313473, 175230.12920482631307095 9171682.82453397661447525, 175200.4717873390763998 9171682.62598558701574802, 175200.67073621740564704 9171652.91063442081212997)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173184.55186580715235323 9171550.21870614215731621, 173184.75208291941089556 9171520.50287917256355286, 173214.40988304628990591 9171520.70269980281591415, 173214.61008906585630029 9171490.98687957040965557, 173184.95230717345839366 9171490.78705193661153316, 173185.15253856923663989 9171461.07122443616390228, 173162.24434442684287205 9171460.91685452125966549, 173162.6046463381499052 9171466.06433769129216671, 173162.50702734757214785 9171480.55067980661988258, 173155.21776486426824704 9171501.9784166868776083, 173154.89404045848641545 9171550.01887431740760803, 173184.55186580715235323 9171550.21870614215731621)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((174311.54405564453918487 9171557.79883112758398056, 174311.94311125355307013 9171498.36770824156701565, 174282.28558752790559083 9171498.16855395957827568, 174281.88649545249063522 9171557.59969080239534378, 174311.54405564453918487 9171557.79883112758398056)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175824.26899793883785605 9171538.21565268747508526, 175764.95461592567153275 9171537.81919598765671253, 175764.91446056167478673 9171543.82644724100828171, 175809.55154022818896919 9171560.56492647901177406, 175811.3008907298790291 9171561.15477482602000237, 175811.53638028880232014 9171561.23417751118540764, 175824.15121847216505557 9171555.83871362172067165, 175824.26899793883785605 9171538.21565268747508526)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175795.09815116159734316 9171567.73721557855606079, 175802.53981968015432358 9171565.08207608945667744, 175811.53638028592104092 9171561.23417751304805279, 175811.51745981373824179 9171561.22779788263142109, 175811.53638028586283326 9171561.23417751304805279, 175802.53981968201696873 9171565.08207608759403229, 175795.09815115784294903 9171567.73721557855606079, 175795.09815116159734316 9171567.73721557855606079)))",0,0,menengah,2,0,,0
"MultiPolygon (((175795.09815115784294903 9171567.73721557855606079, 175802.53981968201696873 9171565.08207608759403229, 175811.53638028586283326 9171561.23417751304805279, 175811.51745981373824179 9171561.22779788263142109, 175809.55154022760689259 9171560.56492648273706436, 175764.9144605616456829 9171543.82644724473357201, 175764.75598506612004712 9171567.53441609442234039, 175795.09815115784294903 9171567.73721557855606079)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175913.24051896634045988 9171538.81020126305520535, 175883.5833522219909355 9171538.61203660070896149, 175883.48030454246327281 9171554.03363963961601257, 175904.61032641874044202 9171554.17482827976346016, 175905.27657928020926192 9171554.15774894319474697, 175913.13932223236770369 9171553.95618819072842598, 175913.24051896634045988 9171538.81020126305520535)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175972.55483166169142351 9171539.2064759973436594, 175942.8976787799037993 9171539.00834772735834122, 175942.78867669348255731 9171555.3240463100373745, 175961.34065193554852158 9171561.9287942461669445, 175972.40717587995459326 9171561.30997889675199986, 175972.55483166169142351 9171539.2064759973436594)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((173333.04101366683607921 9171521.50180033966898918, 173333.24114674917655066 9171491.78600811399519444, 173362.89889370230957866 9171491.98574475198984146, 173363.09901568840723485 9171462.26995925977826118, 173274.12580857425928116 9171461.67067374661564827, 173273.72546233248431236 9171521.10228646919131279, 173333.04101366683607921 9171521.50180033966898918)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175942.8976787799037993 9171539.00834772735834122, 175943.09620733017800376 9171509.29316903091967106, 175913.43906574888387695 9171509.0950156208127737, 175913.24051896634045988 9171538.81020126305520535, 175942.8976787799037993 9171539.00834772735834122)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175646.72319751913892105 9171477.59556762874126434, 175646.92192256968701258 9171447.88031893037259579, 175617.26474811881780624 9171447.68196964636445045, 175617.06600483454531059 9171477.39722529798746109, 175646.72319751913892105 9171477.59556762874126434)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((176298.98136591020738706 9171511.66959058120846748, 176305.32790114003000781 9171511.71194429509341717, 176305.52403885169769637 9171511.54808932542800903, 176305.524050519161392 9171511.54807779006659985, 176328.75286242263973691 9171494.71790283173322678, 176328.83671604958362877 9171482.15241868421435356, 176347.60024994326522574 9171482.27763043530285358, 176358.53856356677715667 9171475.63349094800651073, 176358.69202987523749471 9171452.63524219393730164, 176402.92583369606290944 9171452.9303906224668026, 176418.05677865725010633 9171445.42407660000026226, 176418.20428345538675785 9171423.31594417057931423, 176460.27136758790584281 9171423.59659375250339508, 176477.58161847616429441 9171414.20726491883397102, 176477.7164434888982214 9171393.99660082161426544, 176448.05949949182104319 9171393.79874722473323345, 176418.40254857396939769 9171393.60087542980909348, 176418.60082076361868531 9171363.88580642268061638, 176359.28693463909439743 9171363.48999436572194099, 176359.08862597896950319 9171393.20507724210619926, 176329.43165429914370179 9171393.00715084746479988, 176329.23333447641925886 9171422.7222403921186924, 176299.57633764133788645 9171422.52430273592472076, 176299.37800665746908635 9171452.23939895071089268, 176269.72098466427996755 9171452.04145003110170364, 176269.52264252054737881 9171481.75655291602015495, 176239.86559537349967286 9171481.55859273672103882, 176239.66724207100924104 9171511.27370229177176952, 176220.68965031785774045 9171511.14701435156166553, 176251.39047395103261806 9171538.11198070459067822, 176273.09629727061837912 9171538.63847669959068298, 176298.94549967750208452 9171517.04385208524763584, 176298.98136591020738706 9171511.66959058120846748)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((176180.35309053445234895 9171510.87774121575057507, 176180.20020889362785965 9171533.77740418910980225, 176218.07622389052994549 9171537.30391095392405987, 176251.39047394864610396 9171538.11198070272803307, 176220.68965031779953279 9171511.14701435156166553, 176180.35309053445234895 9171510.87774121575057507)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((176220.68965031823609024 9171511.14701435156166553, 176251.39047394879162312 9171538.11198070272803307, 176251.39047395274974406 9171538.11198070272803307, 176220.68965032009873539 9171511.14701435156166553, 176220.68965031823609024 9171511.14701435156166553)))",0,0,menengah,2,1,tinggi,3
"MultiPolygon (((173422.41445216973079368 9171462.66939193569123745, 173422.81464461178984493 9171403.23784815333783627, 173393.15696633595507592 9171403.03812691755592823, 173392.75673742213984951 9171462.46968469768762589, 173422.41445216973079368 9171462.66939193569123745)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175617.26474811881780624 9171447.68196964636445045, 175617.46349849173566326 9171417.96671373210847378, 175587.80633533676154912 9171417.76833930052816868, 175587.6075667294790037 9171447.48360216617584229, 175617.26474811881780624 9171447.68196964636445045)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175558.14916524552972987 9171417.56994666717946529, 175558.34795917721930891 9171387.85467658378183842, 175528.69080038263928145 9171387.65625879913568497, 175528.49198821553727612 9171417.37153583765029907, 175558.14916524552972987 9171417.56994666717946529)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((176626.00105970777804032 9171394.98559581488370895, 176644.56486384270829149 9171395.10937436297535896, 176651.76428119925549254 9171389.00933143869042397, 176655.72023208279279061 9171385.84409407898783684, 176655.85608850989956409 9171365.46832665801048279, 176680.97677651059348136 9171365.63581537269055843, 176685.53749685868388042 9171361.98668957315385342, 176685.71108099329285324 9171335.95105289109051228, 176711.53065572053310461 9171336.12319166772067547, 176715.39722779940348119 9171331.75474918261170387, 176715.76414818491321057 9171276.71877400949597359, 176686.10733246436575428 9171276.52103829570114613, 176626.79368027864256874 9171276.1255122646689415, 176626.59551453648600727 9171305.84053355269134045, 176596.93865983292926103 9171305.64275016263127327, 176596.54231307527516037 9171365.07280579768121243, 176566.8854149846592918 9171364.87501806765794754, 176567.08360306586837396 9171335.15998345427215099, 176537.4267162928590551 9171334.96217059344053268, 176537.22850997588830069 9171364.67721213959157467, 176507.57159805233823135 9171364.47938800975680351, 176507.27990857802797109 9171408.20772690325975418, 176546.44898904013098218 9171413.59287271834909916, 176622.15460605669068173 9171414.09751293994486332, 176625.8947536579798907 9171410.92849803529679775, 176626.00105970777804032 9171394.98559581488370895)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173541.44528788072057068 9171404.03655108623206615, 173541.64532185957068577 9171374.32080678455531597, 173571.30294698337092996 9171374.52044401131570339, 173571.50296985870227218 9171344.80470644123852253, 173541.84536297235172242 9171344.6050622183829546, 173542.04541121906368062 9171314.88931738771498203, 173512.38781558885239065 9171314.68964796885848045, 173512.18774910416686907 9171344.40539979562163353, 173482.53012825216865167 9171344.20571916922926903, 173482.33005066472105682 9171373.92147772759199142, 173511.98768975405255333 9171374.12115135788917542, 173511.7876375385094434 9171403.83690265379846096, 173541.44528788072057068 9171404.03655108623206615)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173867.67898099287413061 9171406.23148259706795216, 173868.07865487196249887 9171346.80014755204319954, 173838.42111776804085821 9171346.60068535059690475, 173838.62098363548284397 9171316.88501044176518917, 173808.96345779270632192 9171316.68552304804325104, 173808.56369671004358679 9171376.11688657850027084, 173838.22125902789412066 9171376.316359993070364, 173838.02140741527546197 9171406.0320343729108572, 173867.67898099287413061 9171406.23148259706795216)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173274.52618337527383119 9171402.23905996605753899, 173274.72638148535043001 9171372.52325268089771271, 173304.38406946801114827 9171372.72305371984839439, 173304.5842564805643633 9171343.00725317001342773, 173274.92658673552796245 9171342.80744512937963009, 173245.26891000149771571 9171342.60761888697743416, 173245.46914062957512215 9171312.89180406928062439, 173215.81147514714393765 9171312.69195262156426907, 173216.01173115457640961 9171282.97613053768873215, 173186.35407692095031962 9171282.77625388652086258, 173186.15380267467116937 9171312.49208297207951546, 173166.50560141398455016 9171312.35965734533965588, 173163.18255991395562887 9171321.63980096578598022, 173156.3380580048833508 9171335.74393521063029766, 173156.295837871148251 9171342.00803094357252121, 173185.95353556994814426 9171342.20791179314255714, 173215.61122628091834486 9171342.40777444094419479, 173215.41098455560859293 9171372.12359599582850933, 173245.06868651387048885 9171372.32343343831598759, 173244.86847016675164923 9171402.03924772702157497, 173274.52618337527383119 9171402.23905996605753899)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173986.50896599446423352 9171377.31345405243337154, 173986.70873354905052111 9171347.59781434573233128, 174016.36623578687431291 9171347.79718554019927979, 174016.56599222798831761 9171318.08155255392193794, 173986.90850822761422023 9171317.88217437453567982, 173987.10829003062099218 9171288.16653413884341717, 173957.45081729802768677 9171287.96713077090680599, 173957.25101725681452081 9171317.68277799338102341, 173927.59351931157289073 9171317.48336340859532356, 173927.7933375911670737 9171287.76770919933915138, 173898.13585091242566705 9171287.56826942600309849, 173897.73618500243173912 9171346.99959155358374119, 173927.39370815746951848 9171347.19901735335588455, 173927.19390412868233398 9171376.9146710317581892, 173986.50896599446423352 9171377.31345405243337154)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175855.11778428009711206 9171360.12265256606042385, 175855.31641002692049369 9171330.4074514377862215, 175825.65935705933952704 9171330.20920176059007645, 175825.46071307617239654 9171359.92440983466804028, 175855.11778428009711206 9171360.12265256606042385)))",1,1,tinggi,3,1,tinggi,3
"MultiPolygon (((173393.7573632356361486 9171313.89078826270997524, 173393.95750980981392786 9171284.17500818334519863, 173334.64227820403175429 9171283.77545511536300182, 173334.44209515221882612 9171313.49124919436872005, 173393.7573632356361486 9171313.89078826270997524)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173631.01815622288268059 9171315.48821643181145191, 173631.41816468432080001 9171256.05676794238388538, 173572.10308128449833021 9171255.6574921403080225, 173571.90303700941149145 9171285.37323050573468208, 173542.24546659959014505 9171285.17357229255139828, 173542.04541121906368062 9171314.88931738771498203, 173631.01815622288268059 9171315.48821643181145191)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((176477.91467920801369473 9171364.28154568001627922, 176478.11292199674062431 9171334.56649027206003666, 176537.4267162928590551 9171334.96217059344053268, 176537.82315013150218874 9171275.53208670578896999, 176508.16629291739081964 9171275.33424178138375282, 176419.19567975756945089 9171274.74059780314564705, 176418.79910002404358238 9171334.17073714919388294, 176448.45601447072112933 9171334.36862281151115894, 176448.25775344617431983 9171364.08368515223264694, 176477.91467920801369473 9171364.28154568001627922)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173334.64227820403175429 9171283.77545511536300182, 173334.84246839443221688 9171254.0596607718616724, 173275.52724532427964732 9171253.66002088971436024, 173275.32701865484705195 9171283.37582923471927643, 173334.64227820403175429 9171283.77545511536300182)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173512.58788920816732571 9171284.97389587759971619, 173512.78796996199525893 9171255.25814352184534073, 173483.1304038263624534 9171255.05844190716743469, 173482.93030483316397294 9171284.77420125901699066, 173512.58788920816732571 9171284.97389587759971619)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((174550.59894797764718533 9171291.9517395943403244, 174550.79839036770863459 9171262.23623170889914036, 174521.14106823445763439 9171262.03716721944510937, 174520.94160760595696047 9171291.75268207862973213, 174550.59894797764718533 9171291.9517395943403244)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((176596.93865983292926103 9171305.64275016263127327, 176597.33503485843539238 9171246.2126934640109539, 176567.67820971488254145 9171246.01487801410257816, 176567.28179821453522891 9171305.44494857452809811, 176596.93865983292926103 9171305.64275016263127327)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173245.86962330696405843 9171253.46017364226281643, 173246.06987535627558827 9171223.74435803294181824, 173216.41226459271274507 9171223.54448557831346989, 173216.21199430304113775 9171253.26030819118022919, 173245.86962330696405843 9171253.46017364226281643)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173957.65062446403317153 9171258.25148328393697739, 173957.85043875506380573 9171228.53583553247153759, 173928.19299552706070244 9171228.33639998733997345, 173927.99316299631027505 9171258.05205472558736801, 173957.65062446403317153 9171258.25148328393697739)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((174105.93782721989555284 9171259.2483530193567276, 174106.13755031279288232 9171229.53274019248783588, 174046.82272660121088848 9171229.13403294049203396, 174046.62296702928142622 9171258.84965973533689976, 174105.93782721989555284 9171259.2483530193567276)))",1,0,menengah,2,0,menengah,2
"MultiPolygon (((175826.05666627723257989 9171270.77878481708467007, 175826.45400383055675775 9171211.34836681000888348, 175796.79701688361819834 9171211.15007114410400391, 175796.3996428528917022 9171270.58050304651260376, 175826.05666627723257989 9171270.77878481708467007)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173868.87808815133757889 9171227.93747428618371487, 173869.07796428818255663 9171198.22180530615150928, 173839.4205183798330836 9171198.02230815961956978, 173839.22062400262802839 9171227.73798412829637527, 173868.87808815133757889 9171227.93747428618371487)))",1,0,menengah,2,0,menengah,2
"MultiPolygon (((175796.3996428528917022 9171270.58050304651260376, 175796.79701688361819834 9171211.15007114410400391, 175767.14002300339052454 9171210.95175727643072605, 175737.48302218911703676 9171210.75342520512640476, 175737.28429515357129276 9171240.46865518391132355, 175766.94131420680787414 9171240.6669803075492382, 175766.76506930592586286 9171267.02385692112147808, 175773.01364846594515257 9171270.42413398250937462, 175796.3996428528917022 9171270.58050304651260376)))",1,0,menengah,2,0,menengah,2
"MultiPolygon (((175773.01364846617798321 9171270.42413398250937462, 175766.76506930592586286 9171267.02385692112147808, 175766.74261249537812546 9171270.38220307230949402, 175773.01364846617798321 9171270.42413398250937462)))",1,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175773.01364846914657392 9171270.42413398250937462, 175766.76506930592586286 9171267.02385692112147808, 175773.01364846594515257 9171270.42413398250937462, 175773.01364846914657392 9171270.42413398250937462)))",1,0,menengah,2,1,tinggi,3
"MultiPolygon (((176745.61905685096280649 9171247.20149767771363258, 176745.81716377247357741 9171217.48650356940925121, 176716.160391440091189 9171217.28877220302820206, 176715.96226628043223172 9171247.00377324037253857, 176745.61905685096280649 9171247.20149767771363258)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((174461.42741598893189803 9171321.07004098407924175, 174461.62690598098561168 9171291.35451244004070759, 174520.94160760595696047 9171291.75268207862973213, 174521.14106823445763439 9171262.03716721944510937, 174550.79839036770863459 9171262.23623170889914036, 174550.99783986952388659 9171232.52072355709969997, 174580.65513680060394108 9171232.7197768185287714, 174580.85457517445320264 9171203.00427537597715855, 174640.16911168355727568 9171203.40234122797846794, 174639.96970978943863884 9171233.1178287249058485, 174669.62698584713507444 9171233.31682737357914448, 174670.02576026483438909 9171173.88586605712771416, 174462.42493708716938272 9171172.49239561147987843, 174462.02590730652445927 9171231.92345455661416054, 174432.36858252866659313 9171231.72432848066091537, 174431.77003649511607364 9171320.87093583680689335, 174461.42741598893189803 9171321.07004098407924175)))",1,0,menengah,2,0,menengah,2
"MultiPolygon (((173957.25101725681452081 9171317.68277799338102341, 173957.45081729802768677 9171287.96713077090680599, 173987.10829003062099218 9171288.16653413884341717, 173986.90850822761422023 9171317.88217437453567982, 174016.56599222798831761 9171318.08155255392193794, 174017.16530429222621024 9171228.93465200811624527, 174046.82272660121088848 9171229.13403294049203396, 174047.02249329618643969 9171199.41840588115155697, 174017.3650892274454236 9171199.21901796385645866, 173958.05026017082855105 9171198.8201875165104866, 173958.4499243768514134 9171139.38889068737626076, 173928.79253587179118767 9171139.18943418189883232, 173928.39283518312731758 9171198.6207449845969677, 173898.73540322337066755 9171198.42128424718976021, 173898.13585091242566705 9171287.56826942600309849, 173927.7933375911670737 9171287.76770919933915138, 173927.59351931157289073 9171317.48336340859532356, 173957.25101725681452081 9171317.68277799338102341),(173928.19299552706070244 9171228.33639998733997345, 173957.85043875506380573 9171228.53583553247153759, 173957.65062446403317153 9171258.25148328393697739, 173927.99316299631027505 9171258.05205472558736801, 173928.19299552706070244 9171228.33639998733997345)))",1,0,menengah,2,0,menengah,2
"MultiPolygon (((173186.95494251034688205 9171193.62876504100859165, 173187.15524532366544008 9171163.91293489560484886, 173168.91886225904454477 9171163.79000278189778328, 173160.09219753183424473 9171175.77979663573205471, 173157.3694434771023225 9171182.73235117830336094, 173157.29733600956387818 9171193.42884917370975018, 173186.95494251034688205 9171193.62876504100859165)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173305.58529862988507375 9171194.42824645340442657, 173305.78552847716491669 9171164.71244431473314762, 173276.12796817114576697 9171164.51259426958858967, 173275.927720082399901 9171194.22840340808033943, 173305.58529862988507375 9171194.42824645340442657)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175115.28177499305456877 9171117.43811694160103798, 175115.48091345065040514 9171087.72273984923958778, 175085.82383289228891954 9171087.52397944591939449, 175085.31639961738255806 9171163.24014094471931458, 175092.25478273630142212 9171157.93203992769122124, 175144.92578462485107593 9171117.63676451332867146, 175115.28177499305456877 9171117.43811694160103798)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175114.68440221704076976 9171206.58424662798643112, 175114.88351937627885491 9171176.8688703328371048, 175144.54064770950935781 9171177.06759164482355118, 175144.93886684405151755 9171117.63685217872262001, 175144.92578462266828865 9171117.63676451332867146, 175092.25478273496264592 9171157.93203992396593094, 175085.31639961741166189 9171163.24014093913137913, 175085.02724869438679889 9171206.38551407307386398, 175114.68440221704076976 9171206.58424662798643112)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175144.92578462313394994 9171117.63676451332867146, 175092.25478273496264592 9171157.93203992396593094, 175085.31639961741166189 9171163.24014093913137913, 175085.31639961738255806 9171163.24014094471931458, 175092.25478273641783744 9171157.93203992769122124, 175144.92578462485107593 9171117.63676451332867146, 175144.92578462313394994 9171117.63676451332867146)))",0,1,tinggi,3,0,menengah,2
"MultiPolygon (((175144.92578462182427756 9171117.63676451332867146, 175092.25478273507906124 9171157.93203992210328579, 175085.31639961744076572 9171163.24014093913137913, 175085.31639961738255806 9171163.24014094471931458, 175092.25478273630142212 9171157.93203992769122124, 175144.92578462438541465 9171117.63676451332867146, 175144.92578462182427756 9171117.63676451332867146)))",0,0,menengah,2,1,tinggi,3
"MultiPolygon (((173424.41569984197849408 9171165.51166243851184845, 173424.61586386006092653 9171135.7958880327641964, 173394.95834973902674392 9171135.59610381349921227, 173394.75816747889621183 9171165.31188521534204483, 173424.41569984197849408 9171165.51166243851184845)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173632.01823086605872959 9171166.90959322452545166, 173632.21826719073578715 9171137.19386778958141804, 173602.56080194539390504 9171136.99421101436018944, 173602.36074737895978615 9171166.70994344353675842, 173632.01823086605872959 9171166.90959322452545166)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((176241.84951751056360081 9171184.40748253650963306, 176242.04794863559072837 9171154.69237005151808262, 176182.73423477250616997 9171154.29624246247112751, 176182.53576716757379472 9171184.01136882230639458, 176241.84951751056360081 9171184.40748253650963306)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((176785.36021278396947309 9171188.0338079147040844, 176785.59712392510846257 9171187.61560706235468388, 176805.46776872617192566 9171167.31479206494987011, 176805.52684977336321026 9171158.45195037499070168, 176746.2133988065761514 9171158.0565145518630743, 176746.01527775765862316 9171187.77150919288396835, 176785.36021278396947309 9171188.0338079147040844)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((173394.95834973902674392 9171135.59610381349921227, 173395.15853913634782657 9171105.88032214529812336, 173335.84352642338490114 9171105.48068508692085743, 173335.64330054080346599 9171135.19648075290024281, 173394.95834973902674392 9171135.59610381349921227)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((176152.48193114862078801 9171243.24355045892298222, 176153.67286744795273989 9171064.95274986699223518, 176124.0160479283076711 9171064.75461974181234837, 176124.21458032261580229 9171035.03947843983769417, 176094.55777211807435378 9171034.84132316708564758, 176094.35922148125246167 9171064.55647141113877296, 176064.70238810870796442 9171064.35830487310886383, 176064.50382630783133209 9171094.07345979101955891, 176034.84696776431519538 9171093.87528198957443237, 176034.44982891622930765 9171153.30560490861535072, 176064.10672394186258316 9171153.50376882962882519, 176093.76361203857231885 9171153.70191454514861107, 176093.36657446657773107 9171213.13220863603055477, 176123.02349211717955768 9171213.330322265625, 176122.82500218710629269 9171243.04546197131276131, 176152.48193114862078801 9171243.24355045892298222)))",0,0,menengah,2,0,menengah,2
